Year,County,Hospital,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Longitude,Latitude
2019,Alameda,Saint Rose Hospital,5,255,2.9,As Expected,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,0,24,0,As Expected,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,8,195,6.8,As Expected,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,,,,,-122.089,37.63291
2019,Alameda,Saint Rose Hospital,4,139,4.8,As Expected,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,0,13,,As Expected,-122.08962,37.63291
2020,Alameda,Saint Rose Hospital,0,13,0,As Expected,-122.08962,37.63291
2020,Alameda,Saint Rose Hospital,0,13,0,As Expected,-122.08962,37.63291
2020,Alameda,Saint Rose Hospital,,,,,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,,,,,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,20,179,10.3,Worse,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,2,32,8.3,As Expected,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,2,4,28,As Expected,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,0,28,0,As Expected,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,,,,,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,,,,,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,5,136,5.5,As Expected,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,5,203,3.1,As Expected,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,0,19,0,As Expected,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,13,142,9.8,Worse,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,,,,,-122.089,37.63291
2020,Alameda,Saint Rose Hospital,22,279,7,As Expected,-122.089,37.63291
2016,Alameda,Washington Hospital – Fremont,9,211,5.1,As Expected,-121.98,37.55847
2016,Alameda,Washington Hospital – Fremont,23,283,9.6,As Expected,-121.98,37.55847
2016,Alameda,Washington Hospital – Fremont,12,67,21.5,As Expected,-121.98,37.55847
2016,Alameda,Washington Hospital – Fremont,8,196,5.3,As Expected,-121.98,37.55847
2016,Alameda,Washington Hospital – Fremont,3,20,27.5,As Expected,-121.98,37.55847
2016,Alameda,Washington Hospital – Fremont,0,29,0,As Expected,-121.98,37.55847
2016,Alameda,Washington Hospital – Fremont,5,314,2.1,As Expected,-121.98,37.55847
2016,Alameda,Washington Hospital – Fremont,15,395,4.4,As Expected,-121.98,37.55847
2016,Alameda,Washington Hospital – Fremont,2,79,5.1,As Expected,-121.98,37.55847
2016,Alameda,Washington Hospital – Fremont,6,174,4.1,As Expected,-121.98,37.55847
2016,Alameda,Washington Hospital – Fremont,,,,,-121.98,37.55847
2016,Alameda,Washington Hospital – Fremont,13,300,5.2,As Expected,-121.98,37.55847
2016,Alameda,Washington Hospital – Fremont,1,94,1.34,As Expected,-121.98,37.56
2017,Alameda,Washington Hospital – Fremont,18,302,6.2,As Expected,-121.98,37.55847
2017,Alameda,Washington Hospital – Fremont,44,323,15.3,Worse,-121.98,37.55847
2017,Alameda,Washington Hospital – Fremont,20,65,33.5,Worse,-121.98,37.55847
2017,Alameda,Washington Hospital – Fremont,18,235,9.8,Worse,-121.98,37.55847
2017,Alameda,Washington Hospital – Fremont,6,23,33.4,As Expected,-121.98,37.55847
2017,Alameda,Washington Hospital – Fremont,0,17,0,As Expected,-121.98,37.55847
2017,Alameda,Washington Hospital – Fremont,13,305,5.1,Worse,-121.98,37.55847
2017,Alameda,Washington Hospital – Fremont,8,478,1.8,As Expected,-121.98,37.55847
2017,Alameda,Washington Hospital – Fremont,5,93,4.8,As Expected,-121.98,37.55847
2017,Alameda,Washington Hospital – Fremont,11,230,6.1,As Expected,-121.98,37.55847
2017,Alameda,Washington Hospital – Fremont,,,,,-121.98,37.55847
2017,Alameda,Washington Hospital – Fremont,19,351,4.6,Worse,-121.98,37.55847
2017,Alameda,Washington Hospital – Fremont,1,94,1.22,As Expected,-121.98,37.56
2018,Alameda,Washington Hospital – Fremont,17,257,6.9,As Expected,-121.98,37.55847
2018,Alameda,Washington Hospital – Fremont,31,312,10.9,As Expected,-121.98,37.55847
2018,Alameda,Washington Hospital – Fremont,17,74,23.9,As Expected,-121.98,37.55847
2018,Alameda,Washington Hospital – Fremont,13,220,8.4,As Expected,-121.98,37.55847
2018,Alameda,Washington Hospital – Fremont,1,18,7.7,As Expected,-121.98,37.55847
2018,Alameda,Washington Hospital – Fremont,0,23,0,As Expected,-121.98,37.55847
2018,Alameda,Washington Hospital – Fremont,8,323,3.2,As Expected,-121.98,37.55847
2018,Alameda,Washington Hospital – Fremont,22,519,4.9,Worse,-121.98,37.55847
2018,Alameda,Washington Hospital – Fremont,2,108,2.5,As Expected,-121.98,37.55847
2018,Alameda,Washington Hospital – Fremont,4,214,2.8,As Expected,-121.98,37.55847
2018,Alameda,Washington Hospital – Fremont,,,,,-121.98,37.55847
2018,Alameda,Washington Hospital – Fremont,12,347,3.5,As Expected,-121.98,37.55847
2018,Alameda,Washington Hospital – Fremont,2,63,4.06,As Expected,-121.98,37.56
2019,Alameda,Washington Hospital – Fremont,1,4,2.8,As Expected,-121.98,37.55847
2019,Alameda,Washington Hospital – Fremont,,,,,-121.98,37.55847
2019,Alameda,Washington Hospital – Fremont,25,293,9.9,Worse,-121.98,37.55847
2019,Alameda,Washington Hospital – Fremont,34,317,12.5,Worse,-121.98,37.55847
2019,Alameda,Washington Hospital – Fremont,20,82,26.8,As Expected,-121.98,37.55847
2019,Alameda,Washington Hospital – Fremont,11,213,10.3,Worse,-121.98,37.55847
2019,Alameda,Washington Hospital – Fremont,3,22,21.2,As Expected,-121.98,37.55847
2019,Alameda,Washington Hospital – Fremont,0,17,0,As Expected,-121.98,37.55847
2019,Alameda,Washington Hospital – Fremont,13,313,5.7,Worse,-121.98,37.55847
2019,Alameda,Washington Hospital – Fremont,24,562,5.4,Worse,-121.98,37.55847
2019,Alameda,Washington Hospital – Fremont,1,105,2.4,As Expected,-121.98,37.55847
2019,Alameda,Washington Hospital – Fremont,11,219,5,As Expected,-121.98,37.55847
2019,Alameda,Washington Hospital – Fremont,,,,,-121.98,37.55847
2019,Alameda,Washington Hospital – Fremont,18,447,5.4,Worse,-121.98,37.55847
2019,Alameda,Washington Hospital – Fremont,2,89,3.348251,As Expected,-121.98,37.56
2020,Alameda,Washington Hospital – Fremont,0,4,0,As Expected,-121.98,37.55847
2020,Alameda,Washington Hospital – Fremont,,,,,-121.98,37.55847
2020,Alameda,Washington Hospital – Fremont,18,247,7.7,As Expected,-121.98,37.55847
2020,Alameda,Washington Hospital – Fremont,29,271,11,As Expected,-121.98,37.55847
2020,Alameda,Washington Hospital – Fremont,15,55,27.8,As Expected,-121.98,37.55847
2020,Alameda,Washington Hospital – Fremont,10,204,6.3,As Expected,-121.98,37.55847
2020,Alameda,Washington Hospital – Fremont,4,12,20.9,As Expected,-121.98,37.55847
2020,Alameda,Washington Hospital – Fremont,0,19,0,As Expected,-121.98,37.55847
2020,Alameda,Washington Hospital – Fremont,9,230,4.4,As Expected,-121.98,37.55847
2020,Alameda,Washington Hospital – Fremont,17,429,4.2,As Expected,-121.98,37.55847
2020,Alameda,Washington Hospital – Fremont,0,77,0,As Expected,-121.98,37.55847
2020,Alameda,Washington Hospital – Fremont,7,172,4,As Expected,-121.98,37.55847
2020,Alameda,Washington Hospital – Fremont,,,,,-121.98,37.55847
2020,Alameda,Washington Hospital – Fremont,31,423,9,Worse,-121.98,37.55847
2020,Alameda,Washington Hospital – Fremont,4,74,4.842727,As Expected,-121.98,37.56
2016,Alameda,San Leandro Hospital,0,15,0,As Expected,-122.14,37.71364
2016,Alameda,San Leandro Hospital,3,36,12.9,As Expected,-122.14,37.71364
2016,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2016,Alameda,San Leandro Hospital,2,34,7,As Expected,-122.14,37.71364
2016,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2016,Alameda,San Leandro Hospital,0,17,0,As Expected,-122.14,37.71364
2016,Alameda,San Leandro Hospital,3,91,4.7,As Expected,-122.14,37.71364
2016,Alameda,San Leandro Hospital,4,255,2.2,As Expected,-122.14,37.71364
2016,Alameda,San Leandro Hospital,0,19,0,As Expected,-122.14,37.71364
2016,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2016,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2016,Alameda,San Leandro Hospital,1,113,2.4,As Expected,-122.14,37.71364
2017,Alameda,San Leandro Hospital,1,12,8,As Expected,-122.14,37.71364
2017,Alameda,San Leandro Hospital,0,40,0,As Expected,-122.14,37.71364
2017,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2017,Alameda,San Leandro Hospital,0,39,0,As Expected,-122.14,37.71364
2017,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2017,Alameda,San Leandro Hospital,0,18,0,As Expected,-122.14,37.71364
2017,Alameda,San Leandro Hospital,1,73,1,As Expected,-122.14,37.71364
2017,Alameda,San Leandro Hospital,3,226,1.6,As Expected,-122.14,37.71364
2017,Alameda,San Leandro Hospital,0,25,0,As Expected,-122.14,37.71364
2017,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2017,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2017,Alameda,San Leandro Hospital,0,98,0,As Expected,-122.14,37.71364
2018,Alameda,San Leandro Hospital,0,6,0,As Expected,-122.14,37.71364
2018,Alameda,San Leandro Hospital,2,27,8.9,As Expected,-122.14,37.71364
2018,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2018,Alameda,San Leandro Hospital,0,24,0,As Expected,-122.14,37.71364
2018,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2018,Alameda,San Leandro Hospital,0,19,0,As Expected,-122.14,37.71364
2018,Alameda,San Leandro Hospital,3,82,2.2,As Expected,-122.14,37.71364
2018,Alameda,San Leandro Hospital,3,207,1.7,As Expected,-122.14,37.71364
2018,Alameda,San Leandro Hospital,0,18,0,As Expected,-122.14,37.71364
2018,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2018,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2018,Alameda,San Leandro Hospital,1,92,1.3,As Expected,-122.14,37.71364
2019,Alameda,San Leandro Hospital,0,10,0,As Expected,-122.14,37.71364
2019,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2019,Alameda,San Leandro Hospital,1,7,24.3,As Expected,-122.14,37.71364
2019,Alameda,San Leandro Hospital,0,22,0,As Expected,-122.14,37.71364
2019,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2019,Alameda,San Leandro Hospital,0,22,0,As Expected,-122.14,37.71364
2019,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2019,Alameda,San Leandro Hospital,0,8,0,As Expected,-122.14,37.71364
2019,Alameda,San Leandro Hospital,0,62,0,As Expected,-122.14,37.71364
2019,Alameda,San Leandro Hospital,2,153,2,As Expected,-122.14,37.71364
2019,Alameda,San Leandro Hospital,0,12,0,As Expected,-122.14,37.71364
2019,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2019,Alameda,San Leandro Hospital,,,,,-122.14,37.71364
2019,Alameda,San Leandro Hospital,2,55,4,As Expected,-122.14,37.71364
2016,Alameda,Stanford Health Care – ValleyCare,2,38,6.27,As Expected,-121.88,37.69
2016,Alameda,Stanford Health Care – ValleyCare,13,141,10.8,Worse,-121.88,37.69206
2016,Alameda,Stanford Health Care – ValleyCare,7,77,16.6,As Expected,-121.88,37.69206
2016,Alameda,Stanford Health Care – ValleyCare,4,5,96.4,Worse,-121.88,37.69206
2016,Alameda,Stanford Health Care – ValleyCare,1,70,1.9,As Expected,-121.88,37.69206
2016,Alameda,Stanford Health Care – ValleyCare,,,,,-121.88,37.69206
2016,Alameda,Stanford Health Care – ValleyCare,0,6,0,As Expected,-121.88,37.69206
2016,Alameda,Stanford Health Care – ValleyCare,4,150,3.3,As Expected,-121.88,37.69206
2016,Alameda,Stanford Health Care – ValleyCare,5,291,1.6,As Expected,-121.88,37.69206
2016,Alameda,Stanford Health Care – ValleyCare,0,79,0,As Expected,-121.88,37.69206
2016,Alameda,Stanford Health Care – ValleyCare,4,112,6.8,As Expected,-121.88,37.69206
2016,Alameda,Stanford Health Care – ValleyCare,,,,,-121.88,37.69206
2016,Alameda,Stanford Health Care – ValleyCare,9,224,3.6,As Expected,-121.88,37.69206
2017,Alameda,Stanford Health Care – ValleyCare,0,34,0,As Expected,-121.88,37.69
2017,Alameda,Stanford Health Care – ValleyCare,15,160,9.1,As Expected,-121.88,37.69206
2017,Alameda,Stanford Health Care – ValleyCare,3,63,11.5,As Expected,-121.88,37.69206
2017,Alameda,Stanford Health Care – ValleyCare,1,3,49.6,As Expected,-121.88,37.69206
2017,Alameda,Stanford Health Care – ValleyCare,2,59,5.5,As Expected,-121.88,37.69206
2017,Alameda,Stanford Health Care – ValleyCare,,,,,-121.88,37.69206
2017,Alameda,Stanford Health Care – ValleyCare,0,10,0,As Expected,-121.88,37.69206
2017,Alameda,Stanford Health Care – ValleyCare,2,143,1.3,As Expected,-121.88,37.69206
2017,Alameda,Stanford Health Care – ValleyCare,6,285,1.7,As Expected,-121.88,37.69206
2017,Alameda,Stanford Health Care – ValleyCare,0,87,0,As Expected,-121.88,37.69206
2017,Alameda,Stanford Health Care – ValleyCare,10,133,8.7,Worse,-121.88,37.69206
2017,Alameda,Stanford Health Care – ValleyCare,,,,,-121.88,37.69206
2017,Alameda,Stanford Health Care – ValleyCare,6,157,3.8,As Expected,-121.88,37.69206
2018,Alameda,Stanford Health Care – ValleyCare,0,34,0,As Expected,-121.88,37.69
2018,Alameda,Stanford Health Care – ValleyCare,8,151,4.8,As Expected,-121.88,37.69206
2018,Alameda,Stanford Health Care – ValleyCare,3,70,6.5,As Expected,-121.88,37.69206
2018,Alameda,Stanford Health Care – ValleyCare,,,,,-121.88,37.69206
2018,Alameda,Stanford Health Care – ValleyCare,2,68,2.9,As Expected,-121.88,37.69206
2018,Alameda,Stanford Health Care – ValleyCare,,,,,-121.88,37.69206
2018,Alameda,Stanford Health Care – ValleyCare,0,20,0,As Expected,-121.88,37.69206
2018,Alameda,Stanford Health Care – ValleyCare,1,116,0.8,As Expected,-121.88,37.69206
2018,Alameda,Stanford Health Care – ValleyCare,17,294,4.4,As Expected,-121.88,37.69206
2018,Alameda,Stanford Health Care – ValleyCare,2,83,1.7,As Expected,-121.88,37.69206
2018,Alameda,Stanford Health Care – ValleyCare,3,112,3.2,As Expected,-121.88,37.69206
2018,Alameda,Stanford Health Care – ValleyCare,,,,,-121.88,37.69206
2018,Alameda,Stanford Health Care – ValleyCare,5,113,4.4,As Expected,-121.88,37.69206
2019,Alameda,Stanford Health Care – ValleyCare,1,34,3.403963,As Expected,-121.88,37.69
2019,Alameda,Stanford Health Care – ValleyCare,0,6,0,As Expected,-121.88,37.69206
2019,Alameda,Stanford Health Care – ValleyCare,,,,,-121.88,37.69206
2019,Alameda,Stanford Health Care – ValleyCare,7,144,5.5,As Expected,-121.88,37.69206
2019,Alameda,Stanford Health Care – ValleyCare,6,80,7,As Expected,-121.88,37.69206
2019,Alameda,Stanford Health Care – ValleyCare,2,3,37.1,As Expected,-121.88,37.69206
2019,Alameda,Stanford Health Care – ValleyCare,4,77,3.1,As Expected,-121.88,37.69206
2019,Alameda,Stanford Health Care – ValleyCare,,,,,-121.88,37.69206
2019,Alameda,Stanford Health Care – ValleyCare,0,14,0,As Expected,-121.88,37.69206
2019,Alameda,Stanford Health Care – ValleyCare,3,107,2.4,As Expected,-121.88,37.69206
2019,Alameda,Stanford Health Care – ValleyCare,8,296,2.1,As Expected,-121.88,37.69206
2019,Alameda,Stanford Health Care – ValleyCare,0,72,0,As Expected,-121.88,37.69206
2019,Alameda,Stanford Health Care – ValleyCare,4,96,3.4,As Expected,-121.88,37.69206
2019,Alameda,Stanford Health Care – ValleyCare,,,,,-121.88,37.69206
2019,Alameda,Stanford Health Care – ValleyCare,2,145,1.2,As Expected,-121.88,37.69206
2020,Alameda,Stanford Health Care – ValleyCare,0,42,0,As Expected,-121.88,37.69
2020,Alameda,Stanford Health Care – ValleyCare,0,7,0,As Expected,-121.88,37.69206
2020,Alameda,Stanford Health Care – ValleyCare,,,,,-121.88,37.69206
2020,Alameda,Stanford Health Care – ValleyCare,13,140,8.1,As Expected,-121.88,37.69206
2020,Alameda,Stanford Health Care – ValleyCare,9,113,9.7,As Expected,-121.88,37.69206
2020,Alameda,Stanford Health Care – ValleyCare,3,13,22,As Expected,-121.88,37.69206
2020,Alameda,Stanford Health Care – ValleyCare,4,97,5.3,As Expected,-121.88,37.69206
2020,Alameda,Stanford Health Care – ValleyCare,2,3,27.8,As Expected,-121.88,37.69206
2020,Alameda,Stanford Health Care – ValleyCare,0,15,0,As Expected,-121.88,37.69206
2020,Alameda,Stanford Health Care – ValleyCare,3,122,1.5,As Expected,-121.88,37.69206
2020,Alameda,Stanford Health Care – ValleyCare,9,314,2.2,As Expected,-121.88,37.69206
2020,Alameda,Stanford Health Care – ValleyCare,2,81,2.1,As Expected,-121.88,37.69206
2020,Alameda,Stanford Health Care – ValleyCare,4,105,4.6,As Expected,-121.88,37.69206
2020,Alameda,Stanford Health Care – ValleyCare,,,,,-121.88,37.69206
2020,Alameda,Stanford Health Care – ValleyCare,15,248,5.2,As Expected,-121.88,37.69206
2016,Alameda,Kaiser Foundation Hospital – Fremont,3,56,5.2,As Expected,-121.974,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,9,115,7.3,As Expected,-121.974,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,4,27,18.3,As Expected,-121.974,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,4,84,4.5,As Expected,-121.974,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,1,4,10.3,As Expected,-121.974,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,,,,,-121.974,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,3,101,3,As Expected,-121.974,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,9,152,4,As Expected,-121.974,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,0,83,0,As Expected,-121.974,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,2,19,8.1,As Expected,-121.974,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,,,,,-121.974,37.55055
2016,Alameda,Kaiser Foundation Hospital – Fremont,1,93,1,As Expected,-121.974,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,4,68,4.8,As Expected,-121.974,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,11,107,8.1,As Expected,-121.974,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,3,17,16.1,As Expected,-121.974,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,6,84,5.2,As Expected,-121.974,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,2,6,17.7,As Expected,-121.974,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,,,,,-121.974,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,4,82,5.7,As Expected,-121.974,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,5,140,2.1,As Expected,-121.974,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,1,68,1.5,As Expected,-121.974,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,1,33,2.9,As Expected,-121.974,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,,,,,-121.974,37.55055
2017,Alameda,Kaiser Foundation Hospital – Fremont,3,76,2.8,As Expected,-121.974,37.55055
2018,Alameda,Kaiser Foundation Hospital – Fremont,10,77,9.1,As Expected,-121.974,37.55055
2018,Alameda,Kaiser Foundation Hospital – Fremont,10,110,7.8,As Expected,-121.974,37.55055
2018,Alameda,Kaiser Foundation Hospital – Fremont,6,33,19.5,As Expected,-121.974,37.55055
2018,Alameda,Kaiser Foundation Hospital – Fremont,4,74,4.1,As Expected,-121.974,37.55055
2018,Alameda,Kaiser Foundation Hospital – Fremont,0,3,0,As Expected,-121.974,37.55055
2018,Alameda,Kaiser Foundation Hospital – Fremont,,,,,-121.974,37.55055
2018,Alameda,Kaiser Foundation Hospital – Fremont,1,85,0.9,As Expected,-121.974,37.55055
2018,Alameda,Kaiser Foundation Hospital – Fremont,9,176,3.3,As Expected,-121.974,37.55055
2018,Alameda,Kaiser Foundation Hospital – Fremont,0,67,0,As Expected,-121.974,37.55055
